location,year,km_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,brand,model,id
Jaipur,2015,54680,Petrol,Manual,First,21.1,814.0,55.2,5.0,1287500.0,hyundai,eon,
Hyderabad,2017,14000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,22145000.0,audi,a4,
Kochi,2017,23977,Petrol,Manual,First,18.16,1196.0,86.8,5.0,2770700.0,ford,figo,
Hyderabad,2013,30131,Petrol,Manual,First,20.92,998.0,67.1,5.0,1364750.0,maruti,alto,
Hyderabad,2017,2530,Petrol,Manual,First,24.7,796.0,47.3,5.0,1699500.0,maruti,alto,
Hyderabad,2015,39000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,17510000.0,n,e,
Chennai,2001,140000,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,360500.0,hyundai,santro,
Kochi,2017,32257,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3517450.0,hyundai,xcent,
Kochi,2016,46983,Diesel,Manual,First,25.8,1498.0,98.6,5.0,2971550.0,honda,amaze,
Chennai,2008,107000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,1596500.0,maruti,swift,
Mumbai,2017,19000,Petrol,Manual,First,16.2,1199.0,74.0,5.0,2549250.0,volkswagen,polo,
Bangalore,2013,88000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,8368750.0,audi,a4,
Coimbatore,2012,84384,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,27058100.0,land-rover,range,
Chennai,2011,128000,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,3296000.0,mahindra,xuv500,
Bangalore,2011,71000,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,3579250.0,ford,endeavour,
Kolkata,2008,50000,Diesel,Manual,First,17.2,1396.0,53.5,5.0,437750.0,tata,indica,
Chennai,2016,16000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,3579250.0,maruti,baleno,
Kolkata,2017,82000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,1776750.0,hyundai,xcent,
Delhi,2008,80000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,1416250.0,honda,civic,
Delhi,2015,36000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,2549250.0,hyundai,i20,
Coimbatore,2018,17477,Petrol,Manual,First,17.0,1198.0,108.5,5.0,4954300.0,tata,nexon,
Coimbatore,2016,16725,Petrol,Manual,First,18.6,1197.0,81.83,5.0,3496850.0,hyundai,i20,
Mumbai,2014,48241,Petrol,Manual,First,19.1,1197.0,85.8,5.0,2317500.0,maruti,swift,
Kochi,2014,52431,Petrol,Manual,First,22.5,998.0,67.04,5.0,1550150.0,maruti,wagon-r,
Bangalore,2012,68000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,2266000.0,hyundai,i20,
Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,9007350.0,toyota,fortuner,
Coimbatore,2014,31446,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2399900.0,hyundai,i10,
Chennai,2015,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,2832500.0,hyundai,grand,
Ahmedabad,2016,57000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,3090000.0,hyundai,i20,
Hyderabad,2007,76000,Petrol,Automatic,First,17.0,1086.0,92.23,5.0,1236000.0,hyundai,santro,
Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5.0,5247850.0,maruti,vitara,
Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5.0,2703750.0,honda,amaze,
Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,23175000.0,mercedes-benz,m-class,
Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,1390500.0,hyundai,i20,
Coimbatore,2013,65807,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1745850.0,hyundai,i10,
Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5.0,2930350.0,maruti,swift,
Kochi,2018,9952,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,30148100.0,bmw,z4,
Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,4326000.0,maruti,baleno,
Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5.0,1287500.0,chevrolet,beat,
Pune,2012,59000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,1673750.0,honda,brio,
Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,1673750.0,ford,figo,
Pune,2016,36789,Petrol,Automatic,First,23.1,998.0,67.04,5.0,2188750.0,maruti,celerio,
Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,9527500.0,n,e,
Hyderabad,2007,71000,Petrol,Automatic,First,17.0,1086.0,92.23,5.0,1236000.0,hyundai,santro,
Jaipur,2015,46650,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2188750.0,honda,brio,
Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,4557750.0,maruti,baleno,
Coimbatore,2014,14799,Petrol,Manual,First,21.1,814.0,55.2,5.0,2132100.0,hyundai,eon,
Mumbai,2011,44000,Electric,Automatic,First,14.45,1798.0,73.0,5.0,6566250.0,toyota,prius,
Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3605000.0,hyundai,i20,
Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,16995000.0,ford,endeavour,
Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5150000.0,honda,city,
Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,1817950.0,maruti,sx4,
Jaipur,2007,118000,Petrol,Manual,First,12.9,1598.0,102.5,5.0,695250.0,chevrolet,optra,
Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,2317500.0,volkswagen,vento,
Pune,2012,69000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,2523500.0,honda,city,
Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5.0,6313900.0,hyundai,creta,
Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,2054850.0,hyundai,xcent,
Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,24179250.0,mercedes-benz,glc,
Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5.0,1957000.0,ford,figo,
Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,3476250.0,volkswagen,jetta,
Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7.0,4506250.0,mahindra,tuv,
Chennai,2013,55000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,2678000.0,ford,ecosport,
Kochi,2017,19387,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4336300.0,hyundai,verna,
Pune,2014,58000,CNG,Manual,First,26.6,998.0,58.16,5.0,1545000.0,maruti,wagon-r,
Mumbai,2016,24001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,2961250.0,hyundai,i20,
Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,5021250.0,audi,a4,
Delhi,2015,28500,Petrol,Manual,First,19.49,1198.0,67.04,5.0,1802500.0,nissan,micra,
Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,15450000.0,mercedes-benz,m-class,
Delhi,2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,18025000.0,land-rover,discovery,
Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591.0,121.3,5.0,6823750.0,hyundai,creta,
Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,1879750.0,skoda,rapid,
Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2703750.0,maruti,swift,
Delhi,2016,69000,Petrol,Manual,First,15.8,1591.0,121.3,5.0,4995500.0,hyundai,creta,
Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5.0,2683150.0,hyundai,grand,
Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7.0,3244500.0,mahindra,tuv,
Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5.0,2430800.0,hyundai,grand,
Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,14420000.0,bmw,x5,
Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,4310550.0,maruti,dzire,
Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7.0,7210000.0,toyota,fortuner,
Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,18540000.0,audi,a6,
Pune,2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,3296000.0,honda,jazz,
Coimbatore,2015,56238,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,26620350.0,audi,q7,
Jaipur,2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7.0,4120000.0,mahindra,scorpio,
Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5.0,5047000.0,chevrolet,cruze,
Hyderabad,2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5.0,1390500.0,chevrolet,beat,
Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,12550550.0,audi,a4,
Kochi,2018,21488,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,5005800.0,skoda,rapid,
Pune,2014,197000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2575000.0,maruti,swift,
Pune,2009,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,5407500.0,toyota,fortuner,
Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,2008500.0,maruti,swift,
Coimbatore,2012,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2909750.0,honda,city,
Mumbai,2012,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,15424250.0,mercedes-benz,m-class,
Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,1545000.0,maruti,swift,
Kolkata,2017,60048,Diesel,Manual,First,26.1,1498.0,99.0,5.0,3090000.0,ford,aspire,
Mumbai,2009,48000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1086650.0,hyundai,i10,
Kolkata,2010,47000,Petrol,Manual,First,14.6,1269.8,90.16,5.0,767350.0,fiat,punto,
Jaipur,2011,100000,Petrol,Manual,First,19.7,796.0,46.3,5.0,772500.0,maruti,alto,
Coimbatore,2013,62601,Diesel,Manual,First,23.59,1364.0,128.92,5.0,2405050.0,toyota,etios,
Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,1467750.0,maruti,swift,
Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,17324600.0,n,e,
Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,468650.0,tata,indica,
Jaipur,2014,45700,Petrol,Manual,Second,22.74,796.0,47.3,5.0,1246300.0,maruti,alto,
Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,1673750.0,skoda,superb,
Kolkata,2013,38000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,1442000.0,volkswagen,polo,
Coimbatore,2019,8018,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,4274500.0,maruti,dzire,
Bangalore,2010,144400,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,2703750.0,mahindra,scorpio,
Jaipur,2010,152000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,1493500.0,maruti,swift,
Pune,2013,71000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,7725000.0,bmw,3-series,
Jaipur,2012,80000,Petrol,Manual,Second,25.4,624.0,37.5,4.0,272950.0,tata,nano,
Mumbai,2014,87143,Diesel,Manual,First,12.99,2494.0,100.0,8.0,6437500.0,toyota,innova,
Mumbai,2012,25000,Petrol,Manual,First,18.4,1198.0,86.8,5.0,1416250.0,honda,brio,
Pune,2018,2000,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,2575000.0,tata,tiago,
Kochi,2014,45239,Diesel,Manual,First,12.05,2179.0,120.0,8.0,3651350.0,mahindra,scorpio,
Hyderabad,2011,101999,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,10294850.0,bmw,5-series,
Mumbai,2014,74219,Diesel,Manual,First,21.43,1364.0,87.2,5.0,5536250.0,toyota,corolla,
Mumbai,2016,25000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,4866750.0,honda,city,
Hyderabad,2008,109606,Diesel,Manual,First,22.0,1582.0,126.2,5.0,1493500.0,hyundai,verna,
Kolkata,2015,36000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,2420500.0,maruti,swift,
Coimbatore,2016,41810,Petrol,Manual,First,20.73,1373.0,91.1,5.0,3661650.0,maruti,ciaz,
Jaipur,2014,93321,Diesel,Manual,First,22.7,1498.0,89.84,5.0,3218750.0,ford,ecosport,
Hyderabad,2011,81000,Petrol,Manual,First,20.92,998.0,67.1,5.0,1133000.0,maruti,alto,
Kochi,2019,25717,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,4562900.0,honda,amaze,
Delhi,2015,37000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,4789500.0,mahindra,xuv500,
Coimbatore,2017,56380,Diesel,Manual,First,18.49,1493.0,100.0,7.0,3898550.0,mahindra,tuv,
Chennai,2017,8000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4068500.0,honda,jazz,
Kochi,2018,14589,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2909750.0,maruti,swift,
Delhi,2013,65088,Petrol,Manual,First,16.47,1198.0,73.9,5.0,1673750.0,volkswagen,polo,
Coimbatore,2019,24864,Diesel,Manual,First,20.5,1582.0,126.2,5.0,8379050.0,hyundai,creta,
Coimbatore,2011,64831,Petrol,Manual,First,18.6,1199.0,79.4,5.0,1653150.0,chevrolet,beat,
Kolkata,2013,38001,Diesel,Manual,First,25.8,1498.0,98.6,5.0,2008500.0,honda,amaze,
Mumbai,2008,77000,Petrol,Automatic,Second,10.0,2496.0,157.7,5.0,3347500.0,mercedes-benz,e-class,
Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,24720000.0,bmw,5-series,
Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,9733500.0,audi,a3,
Pune,2015,131000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,1854000.0,maruti,swift,
Kolkata,2015,43000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,2832500.0,maruti,swift,
Pune,2011,68000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,3605000.0,toyota,innova,
Bangalore,2016,45165,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,21501250.0,bmw,x3,
Hyderabad,2007,120000,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,5407500.0,bmw,5-series,
Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179.0,140.0,7.0,5196350.0,mahindra,xuv500,
Delhi,2009,71499,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1545000.0,honda,city,
Chennai,2014,50000,Diesel,Manual,First,17.0,2200.0,139.01,7.0,6180000.0,force,one,
Jaipur,2015,66000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,2528650.0,volkswagen,polo,
Kolkata,2010,45000,Petrol,Manual,First,16.0,1198.0,90.0,5.0,1030000.0,honda,jazz,
Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364.0,67.06,5.0,2729500.0,toyota,etios,
Mumbai,2014,40206,Diesel,Manual,First,19.01,1461.0,108.5,5.0,3718300.0,nissan,terrano,
Kochi,2017,36723,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,16773550.0,bmw,x3,
Mumbai,2010,57500,Petrol,Manual,First,18.5,1197.0,80.0,5.0,1416250.0,hyundai,i20,
Kochi,2018,43912,CNG,Manual,First,15.1,1196.0,73.0,5.0,2229950.0,maruti,eeco,
Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,1931250.0,ford,fiesta,
Kochi,2014,60952,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3043650.0,honda,city,
Chennai,2013,87192,Diesel,Manual,First,25.2,1248.0,74.0,5.0,2240250.0,maruti,swift,
Delhi,2014,58000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,1673750.0,hyundai,grand,
Pune,2017,59500,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,35020000.0,audi,q7,
Mumbai,2016,16650,Petrol,Manual,First,17.0,1198.0,74.0,5.0,2832500.0,volkswagen,ameo,
Kochi,2018,34696,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,6221200.0,honda,city,
Kochi,2018,42243,Diesel,Manual,First,27.39,1248.0,74.0,5.0,3852200.0,maruti,baleno,
Jaipur,2016,57824,Diesel,Manual,First,24.0,1120.0,70.0,5.0,2832500.0,hyundai,grand,
Jaipur,2011,110000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,1802500.0,maruti,swift,
Delhi,2006,63000,Petrol,Manual,First,16.1,1149.7433333333333,74.25,5.0,824000.0,maruti,swift,
Delhi,2013,72000,Diesel,Automatic,First,12.89,2179.0,115.0,5.0,7982500.0,land-rover,freelander,
Hyderabad,2013,63455,Diesel,Manual,First,11.5,2982.0,171.0,7.0,9785000.0,toyota,fortuner,
Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498.0,98.6,5.0,4326000.0,honda,jazz,
Pune,2016,31001,Diesel,Manual,First,24.3,1248.0,88.5,5.0,3733750.0,maruti,vitara,
Kolkata,2014,42109,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2188750.0,maruti,swift,
Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,2935500.0,skoda,rapid,
Hyderabad,2013,46000,Diesel,Automatic,Second,12.89,2179.0,115.0,5.0,13390000.0,land-rover,freelander,
Hyderabad,2013,30852,Petrol,Manual,First,22.74,796.0,47.3,5.0,1282350.0,maruti,alto,
Pune,2011,65000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,1545000.0,volkswagen,polo,
Delhi,2015,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,3064250.0,honda,city,
Delhi,2013,72000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,1385350.0,maruti,swift,
Bangalore,2014,29000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,13390000.0,audi,a4,
Kolkata,2015,32000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,2832500.0,honda,city,
Chennai,2016,29875,Petrol,Manual,First,18.16,1196.0,86.8,5.0,2497750.0,ford,figo,
Kochi,2018,32539,Diesel,Manual,First,24.3,1248.0,88.5,5.0,4320850.0,maruti,vitara,
Hyderabad,2015,83090,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4114850.0,renault,duster,
Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396.0,88.73,5.0,3579250.0,hyundai,i20,
Mumbai,2010,93000,Petrol,Manual,First,15.7,1390.0,75.0,5.0,772500.0,mahindra,logan,
Mumbai,2006,44000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,798250.0,honda,city,
Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,1416250.0,ford,figo,
Mumbai,2014,71300,Petrol,Manual,First,13.06,1598.0,102.53,5.0,2188750.0,renault,duster,
Kolkata,2015,18000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1467750.0,hyundai,i10,
Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,28912100.0,land-rover,discovery,
Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984.0,208.0,5.0,5150000.0,audi,q5,
Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298.0,83.1,8.0,643750.0,maruti,versa,
Kolkata,2017,14000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3862500.0,maruti,swift,
Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,13292150.0,audi,a4,
Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,2214500.0,volkswagen,polo,
Chennai,2010,136000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,5665000.0,toyota,fortuner,
Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,6051250.0,toyota,fortuner,
Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354.0,177.6,5.0,3388700.0,honda,accord,
Chennai,2012,58133,Diesel,Manual,First,22.9,1248.0,74.0,5.0,2472000.0,maruti,swift,
Pune,2008,61000,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,849750.0,skoda,fabia,
Kolkata,2017,27000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,7725000.0,jeep,compass,
Ahmedabad,2014,18050,Petrol,Manual,Second,25.4,624.0,37.5,4.0,515000.0,tata,nano,
Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596.0,101.0,5.0,849750.0,ford,fiesta,
Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793.0,47.0,5.0,1854000.0,maruti,celerio,
Delhi,2011,86000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,5922500.0,toyota,fortuner,
Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793.0,47.0,5.0,1854000.0,maruti,celerio,
Pune,2015,30158,Petrol,Manual,First,21.1,814.0,55.2,5.0,1570750.0,hyundai,eon,
Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,3090000.0,ford,fiesta,
Ahmedabad,2013,39000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,1931250.0,volkswagen,polo,
Coimbatore,2016,32125,Petrol,Manual,First,16.2,1199.0,74.0,5.0,3177550.0,volkswagen,polo,
Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248.0,88.5,5.0,4660750.0,maruti,vitara,
Coimbatore,2013,67559,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2085750.0,honda,brio,
Pune,2013,55000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,2188750.0,maruti,swift,
Kolkata,2018,30000,Petrol,Manual,First,23.1,998.0,67.04,5.0,1931250.0,maruti,celerio,
Mumbai,2016,28000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,6102750.0,hyundai,creta,
Kochi,2016,31826,Diesel,Manual,First,22.7,1498.0,89.84,5.0,4243600.0,ford,ecosport,
Hyderabad,2016,64000,Diesel,Manual,First,17.8,1248.0,74.25,5.0,3084850.0,maruti,swift,
Jaipur,2008,100009,Petrol,Manual,Second,13.1,1997.0,141.1,5.0,3347500.0,honda,cr-v,
Coimbatore,2019,17201,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,30338650.0,land-rover,discovery,
Delhi,2014,74345,Diesel,Manual,First,15.1,2179.0,140.0,7.0,4120000.0,mahindra,xuv500,
Kochi,2015,58134,Petrol,Manual,First,16.47,1198.0,74.0,5.0,2389600.0,volkswagen,polo,
Kochi,2010,30566,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,1709800.0,hyundai,i10,
Chennai,2012,55231,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,1431700.0,hyundai,i10,
Kochi,2016,67774,Diesel,Automatic,First,14.81,1998.0,163.7,5.0,4609250.0,chevrolet,cruze,
Mumbai,2013,50319,Petrol,Automatic,First,12.0,1991.0,181.03,5.0,11304250.0,mercedes-benz,e-class,
Ahmedabad,2013,45000,Petrol,Manual,First,11.7,2359.0,134.0,5.0,4068500.0,hyundai,sonata,
Kolkata,2007,43627,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,14935000.0,n,e,
Kolkata,2013,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,1673750.0,volkswagen,polo,
Mumbai,2014,10500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,3038500.0,honda,city,
Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248.0,88.5,5.0,5088200.0,maruti,vitara,
Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197.0,81.86,5.0,4521700.0,hyundai,elite,
Kolkata,2011,90000,Diesel,Manual,Second,13.93,2179.0,138.1,7.0,1416250.0,tata,new-safari,
Kochi,2014,51553,Diesel,Manual,First,21.64,1461.0,84.8,5.0,3079700.0,nissan,sunny,
Delhi,2011,31000,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,15965000.0,bmw,3-series,
Delhi,2011,67422,Petrol,Manual,Second,14.53,1798.0,138.0,5.0,1828250.0,toyota,corolla,
Kochi,2015,60519,Diesel,Manual,First,22.32,1582.0,126.32,5.0,3213600.0,hyundai,verna,
Kolkata,2009,34000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,1127850.0,maruti,swift,
Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248.0,73.75,5.0,2832500.0,maruti,dzire,
Pune,2014,17000,Petrol,Manual,First,24.07,998.0,67.1,5.0,1081500.0,maruti,alto,
Coimbatore,2011,43686,Petrol,Automatic,First,10.5,5000.0,503.0,4.0,26089900.0,jaguar,xj,
Kolkata,2012,22000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,7210000.0,n,e,
Mumbai,2013,79225,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2832500.0,hyundai,verna,
Pune,2007,63000,Petrol,Manual,Third,14.2,1598.0,102.0,5.0,618000.0,chevrolet,aveo,
Hyderabad,2014,61922,Petrol,Manual,First,20.4,1197.0,81.8,5.0,2729500.0,maruti,swift,
Chennai,2015,85000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,3244500.0,hyundai,verna,
Kochi,2017,26192,Diesel,Automatic,First,17.9,2143.0,168.0,5.0,20842050.0,mercedes-benz,glc,
Delhi,2013,65000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,8291500.0,toyota,fortuner,
Delhi,2014,44999,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,12875000.0,audi,q5,
Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,4094250.0,bmw,3-series,
Delhi,2016,35000,Petrol,Manual,First,24.7,796.0,47.3,5.0,1364750.0,maruti,alto,
Coimbatore,2012,65349,Petrol,Manual,First,20.92,998.0,67.1,5.0,1447150.0,maruti,alto,
Hyderabad,2012,80000,Petrol,Automatic,First,15.64,1798.0,167.62,5.0,9012500.0,audi,a4,
Mumbai,2012,61000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,1699500.0,maruti,swift,
Kochi,2019,31817,Petrol,Manual,First,22.5,998.0,67.04,5.0,2750100.0,maruti,wagon-r,
Hyderabad,2016,41000,Diesel,Manual,First,21.14,1498.0,103.52,5.0,4377500.0,skoda,rapid,
Kochi,2010,82606,Petrol,Manual,Second,16.0,1198.0,90.0,5.0,1385350.0,honda,jazz,
Ahmedabad,2015,52000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,5922500.0,mahindra,xuv500,
Coimbatore,2011,50318,Petrol,Manual,First,18.5,1197.0,85.8,5.0,2090900.0,maruti,ritz,
Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,25235000.0,mercedes-benz,gle,
Bangalore,2012,72000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,2369000.0,skoda,rapid,
Delhi,2015,63776,Diesel,Manual,First,24.0,1120.0,70.0,5.0,2039400.0,hyundai,grand,
Mumbai,2015,28133,Petrol,Manual,First,18.6,1197.0,81.86,5.0,2884000.0,hyundai,elite,
